usr_id,acct_ref,sub_ref,external_usr_id,usr_email,usr_nm,usr_role_cd,usr_title,usr_lang,created_dt,activated_dt,last_login_ts,usr_status_cd,deactivated_dt,signup_src,signup_channel,geo_region,timezone,is_primary_flg,email_verified_flg,last_seen_device,notes_txt
USR00952,AC044,SUB01089,EXT1074,JOHN@GMAIL.COM,,ADMIN,Finance,PL,2021-07-16,2021-07-26,2021-08-17 00:00:00,invited,,,,NA,Europe/Warsaw,False,,,
USR00953,AC149,SUB00289,,mike235@company.com,John Smith,billing,,EN,2023-11-24,2023-12-02,2024-09-02 00:00:00,active,,api,,EMEA,UTC,True,True,android,
USR00954,AC169,SUB00320,EXT2254,mike259@example.com,,admin,,EN,2021-07-30,2021-08-09,2022-03-11 00:00:00,deleted,,import,referral,EU,,,,ios,no activity last 30 days
USR00955,AC155,SUB02128,EXT5558,mike9@example.com,M. Brown,billing,Manager,,2022-08-05,2022-08-11,2023-03-21 00:00:00,invited,,import,referral,EU,UTC,True,,android,no activity last 30 days
USR00956,AC145,,,mike67@company.com,M. Brown,admin,,en-US,2024-02-23,2024-03-04,2024-12-03 00:00:00,active ,,api,,APAC,UTC+1,False,False,web,
USR00957,,SUB02178,,kate114@company.com,John Smith,,CTO,EN,2022-05-26,2022-05-30,2022-12-24 00:00:00,active,2022-12-31,sales,,,,False,,android,power user
USR00958,AC021,SUB00792,EXT7043,mike251@gmail.com,,viewer,,DE,2022-03-03,,,deleted,,web,paid_ads,APAC,Europe/Warsaw,False,True,web,no activity last 30 days
USR00959,,SUB01019,EXT7185,mike126@company.com,Anna Kowalska,admin,,EN,2023-05-16,2023-05-20,2023-09-05 00:00:00,invited,,sales,paid_ads,EU,EST,,False,web,
USR00960,AC148,SUB00733,EXT8012,mike212@company.com,Anna Kowalska,billing,Engineer,DE,2021-04-08,2021-04-10,2021-11-24 00:00:00,deleted,,,referral,EMEA,,,,,
USR00961,AC054,SUB02287,EXT3266,mike98@gmail.com,,,Manager,PL,2022-06-27,2022-07-03,2022-11-26 00:00:00,active,,sales,,APAC,EST,False,,,
USR00962,AC107,SUB00433,EXT2319,sara228@company.com,M. Brown,member,Finance,EN,2021-02-21,2021-02-20,,active,,api,,NA,UTC+1,True,,web,power user
USR00963,AC008,SUB02362,EXT4967,mike135@gmail.com,M. Brown,member,,PL,2021-04-06,2021-04-09,2021-11-04 00:00:00,deleted,,api,paid_ads,EU,UTC+1,True,,ios,
USR00964,AC161,SUB01879,EXT2149,john126@gmail.com,M. Brown,ADMIN,,PL,2023-05-31,2023-05-26,2023-06-13 00:00:00,deleted,,web,organic,,,,,,
USR00965,AC165,SUB01750,EXT9231,john230@gmail.com,M. Brown,billing,Manager,EN,2021-06-14,,,disabled,,api,,APAC,EST,True,,,billing contact
USR00966,AC124,SUB00684,EXT7281,kate76@gmail.com,,admin,,PL,2023-09-25,2023-09-28,2024-07-22 00:00:00,invited,,api,,EU,,,False,web,billing contact
USR00967,AC176,SUB02253,EXT9132,anna147@gmail.com,John Smith,viewer,Finance,DE,2021-05-19,2021-05-19,2021-09-14 00:00:00,invited,,,,NA,UTC+1,True,False,web,
USR00968,AC117,SUB01383,EXT4991,sara47@company.com,M. Brown,billing,,,2021-05-18,2021-05-15,2021-11-23 00:00:00,disabled,,sales,referral,APAC,Europe/Warsaw,False,True,web,no activity last 30 days
USR00969,AC016,SUB02187,,kate259@gmail.com,,,Engineer,PL,2022-11-02,2022-11-06,,active,,,,APAC,Europe/Warsaw,False,False,android,power user
USR00970,AC107,SUB01815,,anna5@company.com,Anna Kowalska,viewer,,PL,2022-02-22,,,invited,,api,,EU,,True,False,ios,billing contact
USR00971,AC053,SUB01291,EXT1948,alex268@company.com,M. Brown,,,EN,2023-12-16,2023-12-22,2024-02-20 00:00:00,invited,,,,EU,Europe/Warsaw,,True,,
USR00972,AC037,SUB01330,EXT2502,alex22@example.com,John Smith,member,,EN,2022-12-08,2022-12-08,2023-03-23 00:00:00,disabled,2023-04-05,import,paid_ads,EU,UTC+1,,,ios,
USR00973,AC082,SUB01689,EXT4967,alex27@company.com,,,CTO,en-US,2021-11-18,,,active,,,referral,NA,EST,True,False,web,power user
USR00974,AC089,SUB01764,EXT6838,john28@company.com,John Smith,viewer,Engineer,EN,2022-08-29,2022-08-26,,invited,,web,referral,EU,UTC,False,False,web,power user
USR00975,AC034,SUB01325,EXT8080,mike157@company.com,M. Brown,viewer,CTO,,2021-04-08,2021-04-16,2022-01-22 00:00:00,invited,,,organic,NA,EST,,,android,
USR00976,AC132,SUB02307,,mike53@gmail.com,John Smith,billing,CTO,DE,2021-11-09,,,deleted,,,organic,EMEA,UTC,,,ios,no activity last 30 days
USR00977,AC082,SUB01537,EXT3316,kate258@example.com,Anna Kowalska,member,,EN,2022-05-28,,,deleted,,api,,NA,EST,,,,no activity last 30 days
USR00978,AC032,SUB01041,EXT3279,john181@company.com,,member,Engineer,,2021-03-04,2021-03-07,2021-04-20 00:00:00,deleted,,web,paid_ads,NA,UTC+1,True,True,,
USR00979,AC064,SUB01854,EXT3371,alex46@company.com,M. Brown,viewer,Engineer,EN,2024-02-19,2024-02-29,2024-07-08 00:00:00,disabled,,,organic,NA,,False,True,,power user
USR00980,AC013,SUB01627,EXT8816,sara205@company.com,,viewer,CTO,,2022-08-13,2022-08-13,2022-11-14 00:00:00,active,,api,organic,,,,False,,
USR00981,AC099,,EXT4613,mike252@company.com,,ADMIN,,DE,2022-06-16,2022-06-14,2022-11-29 00:00:00,deleted,,api,,,,True,True,ios,
USR00982,AC108,,EXT4170,john5@example.com,M. Brown,billing,,PL,2021-04-18,2021-04-17,2021-06-26 00:00:00,deleted,,web,organic,NA,,True,True,android,power user
USR00983,AC041,SUB00067,,kate63@gmail.com,M. Brown,billing,,EN,2022-06-10,2022-06-15,2023-03-28 00:00:00,disabled,,sales,referral,APAC,UTC+1,,True,android,power user
USR00984,AC148,SUB01237,EXT9084,ANNA@GMAIL.COM,,viewer,,,2023-04-18,2023-04-14,2023-09-30 00:00:00,deleted,,,,EU,EST,,,ios,billing contact
USR00985,AC049,,EXT1026,anna57@gmail.com,,member,Engineer,en-US,2021-12-08,2021-12-08,2022-02-27 00:00:00,disabled,,sales,organic,APAC,,,False,,billing contact
USR00986,AC128,SUB00880,EXT7540,alex283@example.com,Anna Kowalska,billing,Finance,PL,2022-09-03,2022-09-11,2023-04-08 00:00:00,active ,,api,,EU,UTC+1,True,True,android,no activity last 30 days
USR00987,AC120,SUB00089,EXT9004,anna235@gmail.com,M. Brown,admin,,EN,2021-06-16,2021-06-21,2021-12-06 00:00:00,disabled,,,,NA,EST,False,False,web,power user
USR00988,AC079,SUB01131,EXT8140,mike58@example.com,,billing,Manager,,2023-10-07,2023-10-12,2024-05-07 00:00:00,active ,,import,paid_ads,EMEA,UTC,,True,android,billing contact
USR00989,AC024,SUB02095,EXT1616,john168@company.com,,billing,,en-US,2022-01-12,,,invited,,api,paid_ads,NA,,False,,ios,
USR00990,AC130,SUB02342,EXT1807,mike260@company.com,John Smith,viewer,CTO,en-US,2021-12-09,2021-12-17,2022-10-03 00:00:00,invited,,api,organic,EMEA,Europe/Warsaw,True,False,ios,
USR00991,AC062,,,mike9@company.com,M. Brown,member,,en-US,2023-12-16,2023-12-26,,deleted,,web,,APAC,Europe/Warsaw,,False,ios,
USR00992,AC091,,,mike154@gmail.com,,ADMIN,CTO,EN,2021-10-06,,,active ,,sales,referral,APAC,EST,,,ios,billing contact
USR00993,,SUB00567,EXT1321,kate233@example.com,M. Brown,viewer,,en-US,2023-01-17,2023-01-17,2023-07-18 00:00:00,active,2023-10-10,sales,,NA,EST,False,True,android,
USR00994,AC153,SUB02385,EXT1366,alex176@gmail.com,John Smith,,,,2023-09-06,2023-09-09,2024-03-29 00:00:00,active,,,organic,APAC,EST,False,False,web,no activity last 30 days
USR00995,AC168,,,anna142@company.com,,ADMIN,Engineer,,2024-03-18,2024-03-21,2024-08-25 00:00:00,invited,,,referral,,EST,False,False,,
USR00996,AC074,SUB01231,EXT5314,mike108@company.com,M. Brown,member,Manager,,2022-12-19,2022-12-24,2023-01-11 00:00:00,deleted,,import,organic,EU,EST,,True,ios,power user
USR00997,AC028,,,john239@company.com,John Smith,admin,,EN,2024-04-07,2024-04-03,2024-08-04 00:00:00,active,,web,referral,EU,EST,False,True,android,billing contact
USR00998,AC068,SUB00891,,sara240@example.com,,viewer,Manager,PL,2022-06-23,2022-06-20,2022-11-01 00:00:00,active,,sales,referral,EU,EST,False,True,,billing contact
USR00999,AC104,SUB01330,EXT7109,anna10@gmail.com,,viewer,Manager,,2022-11-05,2022-11-11,2023-04-20 00:00:00,disabled,,import,referral,,UTC,,False,,power user
USR01000,AC103,SUB00709,,sara155@example.com,,admin,Finance,EN,2021-11-15,2021-11-18,2022-01-17 00:00:00,deleted,,web,referral,APAC,,False,,web,
USR01001,AC144,SUB02361,EXT6571,alex266@company.com,Anna Kowalska,billing,Finance,PL,2023-10-07,2023-10-17,2024-02-19 00:00:00,deleted,2024-03-06,web,organic,APAC,UTC,True,,,power user
USR01002,AC142,SUB00391,EXT1644,mike225@gmail.com,John Smith,billing,Manager,,2021-02-09,,,disabled,,,organic,APAC,,False,,ios,billing contact
USR01003,AC099,SUB01231,EXT4872,mike300@gmail.com,,billing,Manager,en-US,2022-10-03,2022-10-01,2022-12-19 00:00:00,disabled,,sales,,APAC,UTC+1,False,,android,billing contact
USR01004,AC141,,,john110@company.com,M. Brown,admin,Engineer,en-US,2023-04-15,,,disabled,,web,paid_ads,,UTC,True,False,ios,power user
USR01005,AC160,SUB01563,EXT4714,kate116@company.com,M. Brown,billing,,,2023-08-17,2023-08-21,,deleted,,import,organic,EU,,True,True,web,power user
USR01006,AC031,,EXT1412,alex176@example.com,Anna Kowalska,,Manager,en-US,2023-07-24,2023-07-26,2024-03-05 00:00:00,deleted,,,referral,EMEA,UTC+1,,,,
USR01007,AC025,,,anna86@gmail.com,John Smith,viewer,,en-US,2024-04-09,,,disabled,,sales,,EMEA,UTC,,False,ios,
USR01008,AC087,SUB01426,EXT4518,mike163@company.com,M. Brown,viewer,CTO,EN,2022-09-19,2022-09-24,2023-02-06 00:00:00,active ,,web,referral,EMEA,UTC+1,False,False,ios,billing contact
USR01009,AC094,SUB01779,EXT2642,alex111@gmail.com,,,Manager,,2021-02-07,2021-02-06,,disabled,,web,referral,APAC,UTC,False,False,ios,no activity last 30 days
USR01010,AC051,SUB00494,EXT2596,mike227@company.com,Anna Kowalska,ADMIN,Engineer,DE,2021-02-27,2021-03-02,2021-07-04 00:00:00,active,,sales,organic,,EST,False,False,,
USR01011,AC103,SUB00929,EXT7180,alex192@example.com,John Smith,billing,Manager,DE,2021-04-05,2021-03-31,2021-12-03 00:00:00,active,,import,paid_ads,EMEA,EST,True,True,android,billing contact
USR01012,AC012,SUB02468,,sara83@gmail.com,,viewer,,PL,2023-12-09,2023-12-16,2024-05-17 00:00:00,deleted,,api,,APAC,Europe/Warsaw,True,,web,
USR01013,,SUB02597,,mike250@gmail.com,John Smith,member,Finance,en-US,2021-03-17,2021-03-19,2021-03-29 00:00:00,disabled,,web,,EMEA,UTC,,True,android,billing contact
USR01014,AC122,SUB01567,,sara6@gmail.com,,viewer,Engineer,EN,2024-03-21,,,disabled,,sales,organic,,UTC+1,,False,ios,
USR01015,AC039,,EXT1410,john262@company.com,,viewer,Finance,,2021-12-18,2021-12-13,,active,,sales,paid_ads,NA,Europe/Warsaw,,True,android,no activity last 30 days
USR01016,AC132,SUB01308,,mike44@company.com,,viewer,Finance,PL,2021-06-19,,,deleted,,,paid_ads,EU,UTC,True,True,web,
USR01017,AC157,SUB00613,,alex189@example.com,,,,DE,2021-04-07,2021-04-04,,active ,,,organic,NA,Europe/Warsaw,,False,web,
USR01018,AC101,SUB00905,,SARA@GMAIL.COM,,ADMIN,Manager,EN,2023-10-07,,,active ,,api,organic,NA,Europe/Warsaw,,False,web,
USR01019,AC077,,EXT4421,kate198@gmail.com,,viewer,CTO,,2021-07-10,2021-07-13,2021-11-08 00:00:00,deleted,,import,,APAC,EST,True,True,,
USR01020,AC130,SUB01610,EXT1730,kate91@company.com,M. Brown,ADMIN,Manager,DE,2022-04-05,2022-04-14,2022-08-11 00:00:00,disabled,,import,referral,EU,UTC,True,False,android,billing contact
USR01021,AC137,SUB02438,EXT7340,ALEX@EXAMPLE.COM,M. Brown,viewer,Engineer,DE,2021-03-30,2021-04-08,2021-07-28 00:00:00,active,,import,referral,,Europe/Warsaw,False,False,web,power user
USR01022,AC145,SUB00369,EXT8365,alex180@company.com,,viewer,Manager,en-US,2021-08-09,,,active ,,,,NA,UTC+1,False,,ios,
USR01023,AC005,,EXT7229,alex179@company.com,,admin,Manager,DE,2023-11-05,2023-10-31,2024-08-22 00:00:00,active ,,,paid_ads,APAC,UTC,True,,ios,
USR01024,AC173,SUB01616,,mike292@company.com,,billing,Engineer,DE,2024-01-28,2024-02-06,2024-09-26 00:00:00,invited,,import,,,UTC+1,,False,web,power user
USR01025,AC107,,,alex17@company.com,,ADMIN,,en-US,2021-04-23,2021-04-25,2021-06-27 00:00:00,disabled,,sales,paid_ads,NA,UTC+1,,True,web,no activity last 30 days
USR01026,AC177,SUB01950,EXT7190,sara133@gmail.com,Anna Kowalska,,CTO,DE,2022-03-18,2022-03-20,2022-09-30 00:00:00,active ,,api,paid_ads,NA,Europe/Warsaw,False,,,
USR01027,AC153,SUB00202,EXT1795,MIKE@EXAMPLE.COM,,viewer,Finance,,2021-10-15,2021-10-12,,active ,,api,referral,,EST,False,True,web,power user
USR01028,AC168,SUB01076,EXT1105,mike228@example.com,,viewer,Engineer,PL,2024-03-31,2024-03-26,2024-09-27 00:00:00,disabled,,web,,,EST,,,,billing contact
USR01029,AC149,,,anna67@example.com,Anna Kowalska,admin,Engineer,EN,2023-03-24,,,deleted,,web,organic,,Europe/Warsaw,,False,,no activity last 30 days
USR01030,AC014,SUB00535,,alex40@company.com,M. Brown,member,Finance,,2024-03-27,2024-04-06,2024-12-09 00:00:00,disabled,,import,paid_ads,,UTC,False,,,
USR01031,AC044,SUB01970,,john286@example.com,,admin,Manager,EN,2022-09-08,,,active,,api,organic,EMEA,UTC+1,,False,android,
USR01032,AC159,SUB01999,EXT1059,anna251@gmail.com,M. Brown,viewer,Finance,PL,2021-06-12,2021-06-07,,active,,import,referral,,EST,,True,web,power user
USR01033,AC098,SUB02341,EXT7647,john293@example.com,,viewer,Finance,en-US,2022-07-06,2022-07-05,2022-12-15 00:00:00,active,,sales,,EMEA,EST,,False,android,billing contact
USR01034,AC175,,EXT7519,anna6@gmail.com,,admin,CTO,PL,2022-01-22,2022-01-28,2022-10-07 00:00:00,disabled,,import,paid_ads,NA,UTC+1,False,False,web,
USR01035,AC147,SUB02148,EXT8082,mike248@example.com,Anna Kowalska,admin,,en-US,2023-12-25,2023-12-23,2024-08-14 00:00:00,disabled,,web,paid_ads,EMEA,UTC,,True,android,no activity last 30 days
USR01036,AC029,,EXT4239,mike300@gmail.com,M. Brown,ADMIN,Engineer,,2022-05-03,2022-05-02,2022-12-18 00:00:00,active,,api,referral,EU,UTC,True,False,ios,billing contact
USR01037,AC113,,EXT8645,alex236@example.com,M. Brown,,CTO,PL,2023-06-28,,,invited,,api,,NA,,False,True,,no activity last 30 days
USR01038,AC039,SUB01325,EXT4860,alex223@company.com,,billing,Engineer,PL,2022-12-10,2022-12-12,2023-03-13 00:00:00,disabled,,sales,referral,NA,Europe/Warsaw,False,,,billing contact
USR01039,AC053,SUB02360,EXT4650,sara23@gmail.com,Anna Kowalska,ADMIN,,EN,2023-10-12,2023-10-19,2023-12-14 00:00:00,invited,,api,organic,EU,UTC+1,False,False,,power user
USR01040,AC157,,EXT8912,john213@company.com,Anna Kowalska,viewer,Engineer,DE,2021-03-04,2021-03-08,,deleted,,sales,paid_ads,EU,Europe/Warsaw,,True,web,no activity last 30 days
USR01041,AC016,SUB01735,EXT1960,john171@gmail.com,Anna Kowalska,billing,Engineer,EN,2023-04-25,2023-04-27,,active,,import,paid_ads,NA,EST,False,True,android,
USR01042,AC133,SUB00781,EXT4562,anna271@gmail.com,M. Brown,billing,Finance,en-US,2022-11-04,2022-10-30,2022-12-02 00:00:00,invited,,,paid_ads,EU,,False,,,
USR01043,AC084,SUB02433,EXT3679,anna239@example.com,Anna Kowalska,billing,Finance,EN,2023-09-04,2023-09-01,2024-01-06 00:00:00,active,2024-01-09,sales,paid_ads,,,True,,web,power user
USR01044,AC123,SUB01249,EXT6322,sara27@gmail.com,M. Brown,member,,en-US,2023-06-05,2023-06-14,2023-11-20 00:00:00,active,,import,,,UTC+1,,,web,
USR01045,AC081,,EXT7557,mike142@example.com,M. Brown,member,,,2023-06-27,2023-06-30,2023-10-23 00:00:00,invited,,api,paid_ads,,EST,,,ios,
USR01046,AC118,SUB01812,,sara107@example.com,John Smith,member,Engineer,DE,2023-07-25,2023-07-23,2023-11-26 00:00:00,disabled,,web,paid_ads,NA,Europe/Warsaw,False,False,web,billing contact
USR01047,AC088,SUB01805,EXT6311,anna205@example.com,John Smith,member,Engineer,en-US,2024-01-09,2024-01-18,,disabled,,web,organic,APAC,UTC,False,False,android,billing contact
USR01048,AC174,,EXT1857,alex78@company.com,M. Brown,viewer,Manager,PL,2023-10-19,,,active,,web,paid_ads,EU,Europe/Warsaw,True,True,android,no activity last 30 days
USR01049,AC175,SUB00818,EXT6656,john179@example.com,Anna Kowalska,,,PL,2023-11-12,2023-11-08,2024-07-29 00:00:00,active ,,api,organic,,EST,True,False,,
USR01050,AC178,SUB00639,EXT3153,anna210@example.com,Anna Kowalska,admin,Manager,EN,2023-01-04,2023-01-02,2023-07-21 00:00:00,deleted,,sales,organic,,Europe/Warsaw,,False,ios,
USR01051,AC124,SUB00352,EXT2198,john149@company.com,Anna Kowalska,admin,Finance,,2021-09-27,,,active ,,import,referral,APAC,,False,False,web,
USR01052,AC064,,EXT1621,alex41@example.com,M. Brown,billing,,EN,2022-01-24,2022-02-01,,active,,sales,paid_ads,APAC,,,,web,billing contact
USR01053,AC077,,,sara285@gmail.com,,admin,Manager,,2022-03-01,,,deleted,,,referral,EMEA,,,False,,billing contact
USR01054,AC077,SUB00605,EXT3626,sara91@gmail.com,,admin,CTO,DE,2021-04-04,2021-03-31,2021-10-12 00:00:00,invited,,import,paid_ads,EMEA,,True,,android,
USR01055,AC054,SUB01179,,sara15@gmail.com,,member,CTO,DE,2021-11-13,2021-11-22,2022-06-25 00:00:00,active ,,import,referral,EMEA,Europe/Warsaw,False,False,ios,
USR01056,AC126,,EXT7846,sara36@company.com,,viewer,Manager,EN,2023-08-04,2023-08-07,2023-12-19 00:00:00,active,,import,referral,EU,EST,True,False,android,
USR01057,AC090,SUB00456,EXT3401,KATE@GMAIL.COM,John Smith,member,Finance,,2022-03-01,2022-03-03,2022-04-17 00:00:00,disabled,,import,referral,NA,UTC+1,False,,,
USR01058,AC071,SUB01930,EXT8881,anna83@example.com,,admin,Finance,PL,2022-05-11,,,active ,,import,paid_ads,EMEA,UTC,True,False,web,no activity last 30 days
USR01059,AC147,,EXT1513,mike19@company.com,,ADMIN,,en-US,2023-02-07,2023-02-11,2023-02-23 00:00:00,active ,,import,,APAC,UTC+1,,,,no activity last 30 days
USR01060,AC098,,EXT1973,MIKE@EXAMPLE.COM,,admin,Finance,en-US,2022-09-27,2022-10-04,2023-01-15 00:00:00,disabled,,sales,referral,,UTC+1,True,False,android,power user
USR01061,AC102,SUB00835,EXT9135,sara184@example.com,John Smith,ADMIN,,DE,2023-06-16,2023-06-24,2023-11-09 00:00:00,invited,,sales,referral,NA,EST,False,,,power user
USR01062,AC038,SUB01060,,anna240@company.com,,admin,Engineer,PL,2021-01-09,2021-01-11,,active,,api,organic,EU,UTC,,,ios,billing contact
USR01063,AC074,SUB02552,,john270@example.com,,viewer,Finance,DE,2021-01-25,2021-02-02,2021-02-24 00:00:00,active ,,web,,NA,EST,True,False,ios,
USR01064,AC021,SUB00579,EXT3444,anna279@company.com,,member,,EN,2023-03-12,2023-03-16,2023-06-03 00:00:00,invited,,import,paid_ads,APAC,UTC,False,False,web,no activity last 30 days
USR01065,AC114,SUB00076,EXT2995,sara63@gmail.com,,member,,,2021-05-31,2021-05-29,2021-06-14 00:00:00,deleted,,web,,EMEA,UTC,False,False,web,billing contact
USR01066,AC123,SUB02158,EXT7199,alex74@example.com,M. Brown,,Manager,DE,2024-03-08,2024-03-06,2024-12-28 00:00:00,active ,,,paid_ads,EU,UTC,True,True,android,power user
USR01067,AC138,,,john288@gmail.com,John Smith,viewer,CTO,PL,2022-07-30,,,active,,sales,paid_ads,EU,UTC,False,,web,
USR01068,AC144,,EXT5848,john258@company.com,,ADMIN,Engineer,EN,2022-10-01,2022-10-07,2023-07-27 00:00:00,active,,sales,organic,EU,Europe/Warsaw,False,False,android,
USR01069,AC036,SUB02532,EXT1447,john231@company.com,M. Brown,viewer,,,2021-09-14,2021-09-13,2022-05-12 00:00:00,active ,,,,EMEA,,True,True,web,no activity last 30 days
USR01070,AC151,SUB01905,EXT2160,KATE@COMPANY.COM,,admin,Engineer,en-US,2023-03-17,2023-03-21,,deleted,,import,referral,NA,UTC,,,web,
USR01071,AC013,SUB00035,EXT6444,alex49@gmail.com,Anna Kowalska,viewer,Engineer,DE,2023-09-29,2023-10-06,2023-10-24 00:00:00,active,,import,referral,EMEA,UTC,False,False,android,billing contact
USR01072,AC136,,EXT5450,kate265@gmail.com,John Smith,billing,CTO,en-US,2023-03-31,2023-04-04,2023-10-14 00:00:00,deleted,,web,organic,EMEA,EST,False,True,web,
USR01073,AC060,SUB01476,,mike19@gmail.com,,ADMIN,CTO,EN,2023-09-23,2023-09-25,2024-03-03 00:00:00,active,,import,organic,,EST,True,True,android,billing contact
USR01074,AC106,SUB00079,EXT7928,mike117@company.com,Anna Kowalska,member,,,2021-02-18,2021-02-15,2021-07-15 00:00:00,disabled,,,,EU,Europe/Warsaw,True,True,web,
USR01075,AC121,SUB01584,EXT3950,mike207@gmail.com,M. Brown,member,,DE,2021-02-24,2021-02-26,2021-02-26 00:00:00,active,2021-03-06,,,APAC,UTC+1,True,False,ios,billing contact
USR01076,AC036,,EXT6717,anna193@example.com,M. Brown,,Engineer,,2022-09-14,2022-09-13,2023-05-24 00:00:00,invited,,import,,,EST,,True,android,power user
USR01077,,SUB00408,EXT6984,sara52@example.com,,member,Finance,DE,2022-05-10,2022-05-11,2023-01-12 00:00:00,active ,2023-03-03,sales,organic,EMEA,EST,True,False,web,
USR01078,AC041,SUB01986,EXT8337,ANNA@GMAIL.COM,M. Brown,,,PL,2024-02-16,2024-02-22,2024-09-10 00:00:00,disabled,,import,organic,NA,,,True,android,no activity last 30 days
USR01079,AC122,SUB02178,EXT6932,kate29@gmail.com,M. Brown,admin,,en-US,2023-09-01,2023-08-30,2024-03-19 00:00:00,deleted,,web,organic,EMEA,UTC,True,,web,power user
USR01080,AC052,,,alex130@company.com,,,,EN,2022-11-01,2022-11-09,,invited,,web,paid_ads,EMEA,UTC,,,ios,no activity last 30 days
USR01081,AC074,,EXT7633,kate101@gmail.com,Anna Kowalska,admin,CTO,PL,2023-12-24,2023-12-31,2024-01-26 00:00:00,disabled,,,organic,APAC,EST,,True,,
USR01082,AC166,SUB02297,EXT1343,alex42@example.com,,,Manager,PL,2022-10-12,2022-10-09,2022-12-12 00:00:00,active,2023-02-18,import,,EMEA,UTC+1,True,True,ios,
USR01083,AC023,SUB00089,EXT2083,mike237@gmail.com,,viewer,CTO,en-US,2022-06-21,2022-06-29,2023-01-31 00:00:00,invited,,sales,organic,,UTC+1,,True,android,no activity last 30 days
USR01084,AC060,,EXT2666,kate124@company.com,,ADMIN,Finance,,2023-12-29,,,active ,,,referral,NA,UTC+1,False,True,,
USR01085,AC010,SUB01249,EXT9882,kate58@gmail.com,John Smith,admin,Finance,en-US,2022-06-13,2022-06-16,2022-10-21 00:00:00,invited,,web,,EU,UTC,,,web,
USR01086,AC045,SUB01612,EXT1914,alex199@gmail.com,Anna Kowalska,billing,,DE,2024-02-25,2024-02-22,2024-08-02 00:00:00,active ,,web,paid_ads,EU,,True,,ios,power user
USR01087,AC046,SUB00076,EXT1368,kate98@company.com,M. Brown,ADMIN,Finance,EN,2022-06-30,2022-07-02,2022-08-30 00:00:00,active ,,web,paid_ads,,Europe/Warsaw,False,,,
USR01088,AC010,SUB01442,,mike75@company.com,M. Brown,,Manager,PL,2022-04-11,2022-04-12,2022-10-12 00:00:00,active,2022-12-26,web,organic,APAC,UTC+1,False,False,web,no activity last 30 days
USR01089,AC102,SUB01239,EXT5778,john83@example.com,Anna Kowalska,member,CTO,EN,2023-12-17,2023-12-23,2024-08-16 00:00:00,active ,2024-08-30,web,referral,APAC,UTC+1,True,,ios,billing contact
USR01090,AC048,,EXT9547,john43@example.com,Anna Kowalska,,Manager,en-US,2021-12-07,2021-12-06,2022-03-30 00:00:00,deleted,2022-04-21,api,referral,,Europe/Warsaw,True,True,web,
USR01091,AC075,SUB02054,EXT5832,alex241@company.com,M. Brown,,CTO,DE,2021-10-01,,,invited,,import,,NA,EST,False,True,ios,billing contact
USR01092,AC003,SUB00254,,mike156@example.com,,viewer,,en-US,2022-11-02,2022-10-30,2022-11-08 00:00:00,invited,,import,paid_ads,NA,UTC,True,True,,power user
USR01093,AC155,SUB01586,,anna271@company.com,Anna Kowalska,admin,,en-US,2023-07-15,,,disabled,,sales,referral,NA,EST,False,True,web,
USR01094,AC086,SUB00121,EXT2832,alex203@example.com,Anna Kowalska,admin,Manager,DE,2024-03-19,,,active ,,import,,EU,UTC,True,True,web,
USR01095,AC165,SUB01148,,john298@company.com,,admin,CTO,,2023-02-05,2023-02-08,,disabled,,api,referral,,UTC,True,False,web,
USR01096,AC127,,,alex4@example.com,M. Brown,admin,,,2023-04-14,2023-04-22,2023-07-18 00:00:00,deleted,,,,EMEA,UTC+1,True,False,ios,
USR01097,AC035,SUB01610,EXT9982,alex234@example.com,,,Finance,en-US,2023-02-02,2023-02-04,2023-04-13 00:00:00,disabled,,api,organic,EU,EST,False,True,android,no activity last 30 days
USR01098,AC120,SUB00360,,john82@example.com,M. Brown,viewer,,DE,2023-01-16,,,invited,,import,,,,,True,,power user
USR01099,AC029,SUB02133,EXT1306,sara11@company.com,M. Brown,viewer,,,2022-03-29,,,active,,,,EMEA,,False,True,android,no activity last 30 days
USR01100,AC118,SUB02509,EXT3966,KATE@GMAIL.COM,M. Brown,ADMIN,Manager,DE,2021-12-31,2022-01-02,2022-06-19 00:00:00,disabled,2022-07-27,import,,,,True,True,ios,
USR01101,AC048,SUB00932,EXT6327,anna54@company.com,John Smith,billing,CTO,,2024-01-28,2024-02-01,2024-09-27 00:00:00,active ,,api,,EMEA,UTC,False,,ios,no activity last 30 days
USR01102,,SUB02347,,sara140@example.com,,billing,,EN,2021-08-27,2021-08-28,2022-05-22 00:00:00,invited,,,paid_ads,EMEA,EST,False,False,web,power user
USR01103,AC076,,EXT1796,kate113@company.com,Anna Kowalska,ADMIN,,DE,2022-05-20,2022-05-30,2022-08-02 00:00:00,active ,,,referral,NA,,False,,,billing contact
USR01104,AC050,SUB02480,,kate292@example.com,John Smith,,CTO,DE,2021-08-03,2021-08-06,2022-05-27 00:00:00,invited,,import,referral,,,,,android,
USR01105,AC164,SUB02221,EXT3791,john70@company.com,,,Finance,PL,2022-10-03,2022-10-06,2023-03-13 00:00:00,invited,,api,,EU,,True,,,power user
USR01106,AC110,,EXT1887,kate294@gmail.com,,viewer,,PL,2022-06-15,2022-06-16,2023-03-07 00:00:00,deleted,,,paid_ads,APAC,Europe/Warsaw,False,,web,
